id,title,release_date,vote_average,budget,revenue
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,7.1,180000000.0,745013115.0
1111140,Two Sinners and a Mule,2023-04-21,6.3,0.0,0.0
299536,Avengers: Infinity War,2018-04-25,8.3,300000000.0,2052415039.0
585511,Luck,2022-08-05,7.9,0.0,0.0
776835,The Magician's Elephant,2023-03-10,7.1,0.0,0.0
966220,Sniper: The White Raven,2022-05-03,7.6,1000000.0,0.0
758336,Love Again,2023-05-04,6.3,9000000.0,10000000.0
325358,Superfast!,2015-03-05,5.0,20000000.0,0.0
579884,The Swiss Adventure,2022-05-01,6.1,0.0,0.0
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,8.3,15800000.0,503063688.0
385128,F9,2021-05-19,7.2,200000000.0,726229501.0
438148,Minions: The Rise of Gru,2022-06-29,7.4,85000000.0,939628210.0
455476,Knights of the Zodiac,2023-04-27,6.3,0.0,5000000.0
682507,Where the Crawdads Sing,2022-07-15,7.6,24000000.0,127000000.0
875104,Ip Man: The Awakening,2023-05-05,6.8,0.0,0.0
384018,Fast & Furious Presents: Hobbs & Shaw,2019-08-01,6.9,200000000.0,760098996.0
676710,The Amazing Maurice,2022-12-16,6.9,17000000.0,3901839.0
676547,Prey for the Devil,2022-10-23,7.1,0.0,37655699.0
458220,Palmer,2021-01-29,8.1,0.0,0.0
102382,The Amazing Spider-Man 2,2014-04-16,6.5,200000000.0,708962323.0
265712,Stand by Me Doraemon,2014-08-08,7.3,35000000.0,83061158.0
1011679,Shark Side of the Moon,2022-08-12,5.3,10000.0,0.0
1013860,R.I.P.D. 2: Rise of the Damned,2022-11-15,6.5,0.0,0.0
988233,Hex,2022-11-01,6.0,0.0,0.0
842544,Transfusion,2023-01-05,6.2,0.0,0.0
723347,Robots,2023-04-26,6.4,0.0,0.0
843794,JUNG_E,2023-01-12,6.3,0.0,0.0
736526,Troll,2022-12-01,6.7,0.0,0.0
646385,Scream,2022-01-12,6.7,24000000.0,140041405.0
296096,Me Before You,2016-06-01,7.9,20000000.0,207945075.0
324552,John Wick: Chapter 2,2017-02-08,7.3,40000000.0,171539887.0
458156,John Wick: Chapter 3 - Parabellum,2019-05-15,7.4,55000000.0,326709727.0
920125,White Men Can't Jump,2023-05-11,6.4,0.0,0.0
845659,Perfect Addiction,2023-02-16,6.5,0.0,0.0
1077280,Die Hart,2023-02-22,6.1,0.0,0.0
315635,Spider-Man: Homecoming,2017-07-05,7.3,175000000.0,880166924.0
615656,Meg 2: The Trench,2023-08-02,0.0,130178.0,0.0
671,Harry Potter and the Philosopher's Stone,2001-11-16,7.9,125000000.0,976475550.0
168259,Furious 7,2015-04-01,7.2,190000000.0,1515341399.0
438695,Sing 2,2021-12-01,7.9,85000000.0,406000000.0
381288,Split,2017-01-19,7.3,9000000.0,278454358.0
516806,Last Sentinel,2023-03-17,5.8,0.0,0.0
551271,Medieval,2022-09-08,7.2,23000000.0,4311284.0
346698,Barbie,2023-07-19,0.0,100000000.0,0.0
1858,Transformers,2007-06-27,6.8,150000000.0,709709780.0
1016084,BlackBerry,2023-05-11,7.5,0.0,0.0
537915,After,2019-04-11,7.1,14000000.0,69497587.0
672,Harry Potter and the Chamber of Secrets,2002-11-13,7.7,100000000.0,876688482.0
557,Spider-Man,2002-05-01,7.3,139000000.0,821708551.0
585083,Hotel Transylvania: Transformania,2022-02-25,7.0,0.0,0.0
345940,The Meg,2018-08-09,6.2,150000000.0,530517320.0
673,Harry Potter and the Prisoner of Azkaban,2004-05-31,8.0,130000000.0,789804554.0
846433,The Enforcer,2022-09-22,7.3,1261569.0,0.0
555604,Guillermo del Toro's Pinocchio,2022-11-09,8.2,35000000.0,0.0
829557,365 Days: This Day,2022-04-27,5.8,0.0,0.0
324786,Hacksaw Ridge,2016-10-07,8.2,40000000.0,175302354.0
575322,Project Gemini,2022-01-06,5.8,0.0,0.0
674,Harry Potter and the Goblet of Fire,2005-11-16,7.8,150000000.0,895921036.0
791373,Zack Snyder's Justice League,2021-03-18,8.2,70000000.0,0.0
337339,The Fate of the Furious,2017-04-12,6.9,250000000.0,1236005118.0
13962,Blank Check,1994-02-11,5.8,13000000.0,0.0
1003580,Legion of Super-Heroes,2023-02-07,6.5,0.0,0.0
882598,Smile,2022-09-23,6.8,17000000.0,216135048.0
760741,Beast,2022-08-11,6.8,0.0,56000000.0
964980,Air,2023-04-05,7.4,90000000.0,87078875.0
545609,Extraction,2020-04-24,7.3,65000000.0,0.0
868985,¡Que Viva México!,2023-03-23,7.5,0.0,0.0
532408,The Boogeyman,2023-05-31,6.3,41900000.0,39637895.0
818647,Through My Window,2022-02-04,7.4,0.0,0.0
1085103,Clock,2023-03-28,5.9,0.0,0.0
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,8.1,125000000.0,1341511219.0
157336,Interstellar,2014-11-05,8.4,165000000.0,701729206.0
335787,Uncharted,2022-02-10,7.0,120000000.0,401748820.0
767,Harry Potter and the Half-Blood Prince,2009-07-07,7.7,250000000.0,933959197.0
790496,Bad Luck Banging or Loony Porn,2021-04-29,6.6,0.0,0.0
718930,Bullet Train,2022-07-03,7.5,90000000.0,239268602.0
68718,Django Unchained,2012-12-25,8.2,100000000.0,425368238.0
550988,Free Guy,2021-08-11,7.6,110000000.0,331526598.0
385448,The Little Mermaid,2018-08-02,5.0,0.0,2614006.0
1105014,Ripper's Revenge,2023-04-03,6.3,0.0,0.0
601796,Alienoid,2022-07-20,7.2,24457676.0,0.0
960258,Shark Bait,2022-05-13,5.8,0.0,0.0
1930,The Amazing Spider-Man,2012-06-23,6.7,215000000.0,757930663.0
851644,20th Century Girl,2022-10-06,8.3,119.0,0.0
76203,12 Years a Slave,2013-10-18,7.9,20000000.0,187000000.0
830784,"Lyle, Lyle, Crocodile",2022-10-07,7.3,50000000.0,104088441.0
899112,Violent Night,2022-11-30,7.5,20000000.0,75734910.0
429617,Spider-Man: Far From Home,2019-06-28,7.5,160000000.0,1131927996.0
760204,The Lair,2022-10-28,5.7,0.0,0.0
12444,Harry Potter and the Deathly Hallows: Part 1,2010-10-06,7.8,250000000.0,954305868.0
774752,The Guardians of the Galaxy Holiday Special,2022-11-25,7.2,0.0,0.0
338953,Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,6.7,200000000.0,406950844.0
937278,A Man Called Otto,2022-12-28,7.9,50000000.0,108961677.0
338958,Disenchanted,2022-11-18,6.9,0.0,0.0
717728,Jeepers Creepers: Reborn,2022-09-15,5.7,5000000.0,5954938.0
599019,Big Trip 2: Special Delivery,2022-10-07,6.5,0.0,0.0
884605,No Hard Feelings,2023-06-15,2.0,0.0,0.0
597,Titanic,1997-11-18,7.9,200000000.0,2264162353.0
884184,Consecration,2023-02-09,6.2,0.0,0.0
566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,7.6,150000000.0,432243292.0
675,Harry Potter and the Order of the Phoenix,2007-06-28,7.7,150000000.0,938212738.0
585,"Monsters, Inc.",2001-11-01,7.8,115000000.0,579707738.0
613504,After We Collided,2020-09-02,7.2,0.0,42000000.0
760104,X,2022-03-17,6.8,10000000.0,14779858.0
496450,"Miraculous: Ladybug & Cat Noir, The Movie",2023-07-05,0.0,86000000.0,0.0
653851,Devotion,2022-11-23,7.2,90000000.0,20000000.0
877269,Strange World,2022-11-23,6.5,180000000.0,73621640.0
539681,DC League of Super-Pets,2022-07-27,7.4,90000000.0,203000000.0
985617,Reality,2023-06-02,6.6,0.0,0.0
406759,Moonfall,2022-02-03,6.4,146000000.0,67295363.0
940241,97 Minutes,2023-06-09,3.1,7000000.0,0.0
24428,The Avengers,2012-04-25,7.7,220000000.0,1518815515.0
982271,Book Club: The Next Chapter,2023-05-11,7.0,35000000.0,20000000.0
216015,Fifty Shades of Grey,2015-02-11,5.9,40000000.0,571006128.0
984105,The Mummy Resurrection,2023-01-02,6.7,0.0,0.0
808,Shrek,2001-05-18,7.7,60000000.0,487853320.0
424783,Bumblebee,2018-12-15,6.7,135000000.0,467989645.0
238,The Godfather,1972-03-14,8.7,6000000.0,245066411.0
232672,Blended,2014-05-21,6.9,40000000.0,127994610.0
916283,The Black Spider,2022-01-13,6.0,0.0,0.0
849869,Kill Boksoon,2023-02-17,7.0,0.0,0.0
337404,Cruella,2021-05-26,8.1,200000000.0,233503234.0
774825,The Ice Age Adventures of Buck Wild,2022-01-28,6.7,0.0,0.0
579974,RRR,2022-03-24,7.8,69000000.0,160000000.0
961718,Medellin,2023-06-01,5.8,0.0,0.0
198663,The Maze Runner,2014-09-10,7.2,34000000.0,348319861.0
335977,Indiana Jones and the Dial of Destiny,2023-06-28,0.0,300000000.0,0.0
752623,The Lost City,2022-03-24,6.6,74000000.0,192907684.0
560821,Japanese Mom 2,2017-10-31,5.0,0.0,0.0
460465,Mortal Kombat,2021-04-07,7.1,20000000.0,84426031.0
311324,The Great Wall,2016-12-16,6.0,150000000.0,331957105.0
642885,Hocus Pocus 2,2022-09-27,7.4,30000000.0,0.0
795514,The Fallout,2021-03-17,7.7,0.0,0.0
399566,Godzilla vs. Kong,2021-03-24,7.7,200000000.0,470116094.0
792775,Cop Secret,2022-05-23,6.2,0.0,0.0
848058,Piggy,2022-10-07,6.7,2400000.0,380512.0
338947,Hellraiser,2022-09-28,6.4,14000000.0,0.0
836225,The Exorcism of God,2022-03-11,7.2,1500000.0,0.0
354912,Coco,2017-10-27,8.2,175000000.0,800526015.0
842942,Bandit,2022-09-23,6.2,0.0,0.0
337167,Fifty Shades Freed,2018-01-17,6.7,55000000.0,368307760.0
614479,Insidious: The Red Door,2023-07-05,0.0,0.0,0.0
779782,The School for Good and Evil,2022-10-19,7.1,0.0,0.0
207703,Kingsman: The Secret Service,2014-12-13,7.6,81000000.0,414351546.0
559,Spider-Man 3,2007-05-01,6.4,258000000.0,894983373.0
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-14,6.5,379000000.0,1045713802.0
955991,The Offering,2022-09-23,5.7,0.0,0.0
14836,Coraline,2009-02-05,7.8,60000000.0,124600000.0
8587,The Lion King,1994-06-23,8.3,45000000.0,763455561.0
916605,The Infernal Machine,2022-09-23,6.6,0.0,0.0
22803,Law Abiding Citizen,2009-10-15,7.4,53000000.0,127944208.0
38757,Tangled,2010-11-24,7.6,260000000.0,592461732.0
299534,Avengers: Endgame,2019-04-24,8.3,356000000.0,2794731755.0
756999,The Black Phone,2022-06-22,7.7,17000000.0,161440742.0
9453,Caligula,1979-08-14,6.0,17500000.0,23438120.0
675445,PAW Patrol: The Movie,2021-08-09,7.4,26000000.0,144327371.0
476669,The King's Man,2021-12-22,6.8,100000000.0,125928656.0
450465,Glass,2019-01-16,6.7,20000000.0,246941965.0
939210,Blue's Big City Adventure,2022-11-18,7.3,0.0,0.0
760161,Orphan: First Kill,2022-07-27,6.7,0.0,9572765.0
2062,Ratatouille,2007-06-28,7.8,150000000.0,623726000.0
718789,Lightyear,2022-06-15,7.1,200000000.0,226425420.0
610150,Dragon Ball Super: Super Hero,2022-06-11,7.9,0.0,86562140.0
751741,Night at the Museum: Kahmunrah Rises Again,2022-12-09,6.8,0.0,0.0
106,Predator,1987-06-12,7.5,15000000.0,98267558.0
50014,The Help,2011-08-09,8.2,25000000.0,216639112.0
106646,The Wolf of Wall Street,2013-12-25,8.0,100000000.0,392000000.0
420634,Terrifier,2016-10-15,6.5,100000.0,0.0
512195,Red Notice,2021-11-04,6.8,160000000.0,178143.0
459151,The Boss Baby: Family Business,2021-07-01,7.5,82000000.0,146745280.0
924482,The Ledge,2022-02-18,6.5,2500000.0,0.0
293660,Deadpool,2016-02-09,7.6,58000000.0,783100000.0
438631,Dune,2021-09-15,7.8,165000000.0,402027830.0
869612,Master Gardener,2023-05-19,6.7,0.0,563772.0
118340,Guardians of the Galaxy,2014-07-30,7.9,170000000.0,772776600.0
1018403,Tom and Jerry Snowman's Land,2022-09-06,7.0,0.0,0.0
615777,Babylon,2022-12-22,7.5,78000000.0,56351455.0
526896,Morbius,2022-03-30,6.2,75000000.0,167500000.0
1003813,Out of the Blue,2022-08-26,6.2,0.0,0.0
436969,The Suicide Squad,2021-07-28,7.6,185000000.0,168717425.0
809,Shrek 2,2004-05-19,7.2,150000000.0,928760770.0
983768,Black Warrant,2023-01-09,5.5,0.0,0.0
639933,The Northman,2022-04-07,7.1,70000000.0,69633110.0
460458,Resident Evil: Welcome to Raccoon City,2021-11-24,6.1,40000000.0,38600612.0
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,7.8,140000000.0,655011224.0
27449,Baby Face,1933-07-13,7.2,187000.0,451000.0
1119749,Love's Greek to Me,2023-06-10,5.7,0.0,0.0
14160,Up,2009-05-28,7.9,175000000.0,735099082.0
860623,Last Man Down,2022-11-03,5.9,0.0,0.0
801071,The Jack in the Box: Awakening,2022-02-24,6.4,0.0,195189.0
739405,Operation Fortune: Ruse de Guerre,2023-01-04,6.6,50000000.0,37846713.0
37165,The Truman Show,1998-06-04,8.1,60000000.0,264118201.0
524434,Eternals,2021-11-03,7.0,200000000.0,402064899.0
285,Pirates of the Caribbean: At World's End,2007-05-19,7.2,300000000.0,961000000.0
629176,Samaritan,2022-08-25,6.8,100000000.0,0.0
330457,Frozen II,2019-11-20,7.3,150000000.0,1450026933.0
99861,Avengers: Age of Ultron,2015-04-22,7.3,365000000.0,1405403694.0
480530,Creed II,2018-11-21,7.0,50000000.0,214215889.0
981344,Darker Shades of Summer,2023-03-01,4.0,0.0,0.0
994128,The Elderly,2023-04-21,6.5,0.0,0.0
585245,Clifford the Big Red Dog,2021-11-10,7.2,64000000.0,107347356.0
423108,The Conjuring: The Devil Made Me Do It,2021-05-25,7.5,39000000.0,206431050.0
420818,The Lion King,2019-07-12,7.1,260000000.0,1663075401.0
425,Ice Age,2002-03-10,7.3,59000000.0,383257136.0
245891,John Wick,2014-10-22,7.4,20000000.0,88761661.0
177572,Big Hero 6,2014-10-24,7.7,165000000.0,657827828.0
626872,Emergency Declaration,2022-08-03,7.7,18052672.0,19200000.0
955555,The Roundup: No Way Out,2023-05-31,6.3,0.0,0.0
588228,The Tomorrow War,2021-09-03,7.5,200000000.0,14400000.0
18785,The Hangover,2009-06-02,7.3,35000000.0,469310836.0
10198,The Princess and the Frog,2009-12-08,7.2,105000000.0,270997378.0
726684,Miraculous World: Shanghai – The Legend of Ladydragon,2021-05-15,7.9,0.0,0.0
979924,On the Line,2022-10-31,6.1,0.0,0.0
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,8.4,93000000.0,871368364.0
10674,Mulan,1998-06-18,7.9,90000000.0,304320254.0
312221,Creed,2015-11-25,7.4,37000000.0,173567581.0
343668,Kingsman: The Golden Circle,2017-09-20,7.0,104000000.0,410902662.0
661374,Glass Onion: A Knives Out Mystery,2022-11-23,7.1,40000000.0,13280000.0
27205,Inception,2010-07-15,8.4,160000000.0,825532764.0
228150,Fury,2014-10-15,7.5,68000000.0,211817906.0
906221,Magic Mike's Last Dance,2023-02-09,7.0,45000000.0,52000000.0
996727,The Price We Pay,2023-01-13,6.0,0.0,0.0
113082,Berserk: The Golden Age Arc I - The Egg of the King,2012-02-03,7.3,0.0,0.0
11688,The Emperor's New Groove,2000-12-15,7.5,100000000.0,169327687.0
155,The Dark Knight,2008-07-14,8.5,185000000.0,1004558444.0
637649,Wrath of Man,2021-04-22,7.7,40000000.0,103966489.0
9820,The Parent Trap,1998-07-28,7.2,15000000.0,92108518.0
529203,The Croods: A New Age,2020-11-25,7.5,65000000.0,215905815.0
339846,Baywatch,2017-05-25,6.1,69000000.0,177856751.0
156022,The Equalizer,2014-09-24,7.2,55000000.0,192330738.0
624860,The Matrix Resurrections,2021-12-16,6.5,190000000.0,156497322.0
629542,The Bad Guys,2022-03-17,7.7,80000000.0,250162278.0
497698,Black Widow,2021-07-07,7.3,200000000.0,379751131.0
372058,Your Name.,2016-08-26,8.5,0.0,357986087.0
826753,Candy Land,2023-01-06,6.5,0.0,0.0
782936,Nocebo,2022-11-03,6.2,0.0,0.0
138843,The Conjuring,2013-07-18,7.5,13000000.0,320406242.0
58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,7.3,200000000.0,1065659812.0
880841,Abandoned,2022-06-17,6.2,0.0,0.0
810693,Jujutsu Kaisen 0,2021-12-24,8.2,0.0,195870885.0
49013,Cars 2,2011-06-11,6.1,200000000.0,559852396.0
829410,Sick,2022-09-11,6.3,0.0,0.0
8373,Transformers: Revenge of the Fallen,2009-06-19,6.2,200000000.0,836303693.0
109418,Grown Ups 2,2013-07-11,6.1,80000000.0,247022278.0
150540,Inside Out,2015-06-09,7.9,175000000.0,857611174.0
527774,Raya and the Last Dragon,2021-03-03,7.9,100000000.0,130423032.0
953,Madagascar,2005-05-25,6.9,75000000.0,542063846.0
545611,Everything Everywhere All at Once,2022-03-24,7.8,25000000.0,139200000.0
10138,Iron Man 2,2010-04-28,6.8,200000000.0,623933331.0
12,Finding Nemo,2003-05-30,7.8,94000000.0,940335536.0
131631,The Hunger Games: Mockingjay - Part 1,2014-11-19,6.8,125000000.0,755356711.0
49018,Insidious,2010-09-13,6.9,1500000.0,99870886.0
23823,Wrong Turn 3: Left for Dead,2009-10-20,5.6,3000000.0,0.0
717930,Kandahar,2023-05-25,6.3,0.0,3000000.0
1114905,Death's Roulette,2023-05-05,6.5,0.0,0.0
8966,Twilight,2008-11-20,6.3,37000000.0,393616788.0
146233,Prisoners,2013-09-18,8.1,46000000.0,122126687.0
118,Charlie and the Chocolate Factory,2005-07-13,7.0,150000000.0,474968763.0
383498,Deadpool 2,2018-05-10,7.5,110000000.0,785896609.0
260513,Incredibles 2,2018-06-14,7.5,200000000.0,1242805359.0
425909,Ghostbusters: Afterlife,2021-11-11,7.5,75000000.0,191000000.0
61979,Three Steps Above Heaven,2010-12-03,7.7,0.0,0.0
818397,Memory,2022-04-28,6.9,30000000.0,11300000.0
4247,Scary Movie,2000-07-07,6.3,19000000.0,278019771.0
810,Shrek the Third,2007-05-17,6.3,160000000.0,813367380.0
370172,No Time to Die,2021-09-29,7.4,250000000.0,774153007.0
474350,It Chapter Two,2019-09-04,6.9,79000000.0,473122525.0
762504,Nope,2022-07-20,6.9,68000000.0,170823080.0
10192,Shrek Forever After,2010-05-16,6.3,165000000.0,752600867.0
150689,Cinderella,2015-03-12,6.8,95000000.0,543514353.0
193893,Let's Be Cops,2014-08-13,6.5,17000000.0,136621271.0
877703,Teen Wolf: The Movie,2023-01-18,7.7,0.0,0.0
72190,World War Z,2013-06-20,6.8,200000000.0,531865000.0
260514,Cars 3,2017-06-15,6.9,175000000.0,383925276.0
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,7.3,250000000.0,956019788.0
497,The Green Mile,1999-12-10,8.5,60000000.0,286801374.0
11224,Cinderella,1950-02-22,7.0,2900000.0,263591415.0
628900,The Contractor,2022-03-10,6.4,0.0,2122288.0
254128,San Andreas,2015-05-27,6.2,110000000.0,473990832.0
878361,Big George Foreman,2023-04-27,7.8,32000000.0,3800000.0
7445,Brothers,2009-01-22,7.3,26000000.0,43318349.0
863,Toy Story 2,1999-10-30,7.6,90000000.0,497366869.0
121,The Lord of the Rings: The Two Towers,2002-12-18,8.4,79000000.0,926287400.0
109445,Frozen,2013-11-20,7.2,150000000.0,1274219009.0
508442,Soul,2020-12-25,8.2,150000000.0,136384442.0
114,Pretty Woman,1990-03-23,7.4,14000000.0,463406268.0
102651,Maleficent,2014-05-28,7.1,180000000.0,758539785.0
668461,Slumberland,2022-11-18,7.5,35000000.0,0.0
626735,Dog,2022-02-17,7.4,20000000.0,77263354.0
964426,Gold Run,2022-12-15,6.8,0.0,0.0
982620,Maneater,2022-08-26,4.7,0.0,0.0
1726,Iron Man,2008-04-30,7.6,140000000.0,585174222.0
862965,Emily the Criminal,2022-08-12,6.8,2000000.0,2157673.0
87101,Terminator Genisys,2015-06-23,5.9,155000000.0,440603537.0
501170,Doctor Sleep,2019-10-30,7.1,45000000.0,72381712.0
791155,Secret Headquarters,2022-08-12,6.7,0.0,0.0
10195,Thor,2011-04-21,6.8,150000000.0,449326618.0
280,Terminator 2: Judgment Day,1991-07-03,8.1,102000000.0,520000000.0
1024530,Grimcutty,2022-10-10,5.3,0.0,0.0
38365,Grown Ups,2010-06-24,6.4,80000000.0,271430189.0
122,The Lord of the Rings: The Return of the King,2003-12-01,8.5,94000000.0,1118888979.0
39254,Real Steel,2011-09-28,7.0,110000000.0,299268508.0
379686,Space Jam: A New Legacy,2021-07-08,6.9,161900000.0,162892228.0
1007401,Mortal Kombat Legends: Snow Blind,2022-10-09,8.0,0.0,0.0
11,Star Wars,1977-05-25,8.2,11000000.0,775398007.0
348893,Boyka: Undisputed IV,2016-08-01,7.1,0.0,0.0
961484,Last Seen Alive,2022-05-19,6.5,0.0,0.0
634528,The Marksman,2021-01-15,6.9,23000000.0,23076711.0
916719,Code Name Banshee,2022-07-01,5.9,0.0,0.0
740952,Savage Salvation,2022-12-02,6.4,85645.0,0.0
560057,The Sea Beast,2022-06-24,7.5,0.0,0.0
135397,Jurassic World,2015-06-12,6.7,150000000.0,1671537444.0
49521,Man of Steel,2013-06-12,6.6,225000000.0,668045518.0
555285,"Are You There God? It's Me, Margaret.",2023-03-29,7.2,0.0,21826840.0
45243,The Hangover Part II,2011-05-25,6.5,80000000.0,586764305.0
98566,Teenage Mutant Ninja Turtles,2014-08-07,5.9,125000000.0,485004754.0
